"","Respondent_ID_2016","year","vote_house","importance_taxation","importance_immigration","importance_education","importance_environment","importance_debt","importance_health","importance_refugees","importance_climate","importance_superannuation","importance_economy","party_taxation","party_immigration","party_education","party_environment","party_debt","party_health","party_refugees","party_climate","party_superannuation","party_economy","issue_importance","issue_importance2","qualifications","sex","age","birth_country","religion","social_class","living_status","annual_income","PCODE"
"470","1130303","2019","Coalition","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","No Difference","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","Superannuation","Economy","Postgraduate","Male",79,"Australia","Baptist","Middle","Large Country Town","160,001-180,000","2430"
"471","1132313","2016","Coalition","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Debt","Refugees","Associate Diploma","Male",73,"Australia","Anglican","Working","Major City","40,001-45,000","2210"
"472","1132313","2019","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Health","Superannuation","Trade","Male",76,"Australia","Anglican","Working","Major City","50,001-60,000","2210"
"473","1146530","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Liberal","No Difference","No Difference","Liberal","Economy","Climate","Trade","Male",54,"Australia","Baptist","Working","Large Town","70,001-80,000","2280"
"474","1164353","2016","Coalition","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Education","Superannuation","Non-Trade","Male",50,"Australia","Roman Catholic","Middle","Major City",">180,000","2280"
"475","1192099","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Economy","Postgraduate","Male",56,"NESB","Roman Catholic","Working","Major City","150,001-160,000","2200"
"476","1202010","2016","Coalition","Not Very Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","No Difference","Liberal","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Health","Refugees","Associate Diploma","Male",75,"Australia","Roman Catholic","Middle","Small Country Town","25,001-30,000","4818"
"477","1220558","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Extremely Important","No Difference","No Difference","Liberal","No Difference","No Difference","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Taxation","No Qualification","Male",62,"NESB","No Religion","Middle","Major City","50,001-60,000","2063"
"478","1230452","2019","Coalition","Quite Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Labor","No Difference","No Difference","No Difference","Liberal","Labor","No Difference","No Difference","No Difference","Liberal","Economy","Health","Postgraduate","Male",58,"NESB","No Religion","Working","Major City","50,001-60,000","2077"
"479","1232714","2019","Coalition","Extremely Important","Quite Important","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Superannuation","Taxation","Non-Trade","Female",57,"Australia","Anglican","Working","Major City","70,001-80,000","2320"
"480","1239458","2016","Coalition","Extremely Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Quite Important","Not Very Important","Quite Important","Quite Important","Quite Important","Liberal","Liberal","Liberal","Labor","Liberal","No Difference","Liberal","Labor","No Difference","Liberal","Taxation","Debt","Bachelor","Male",47,"Australia","Roman Catholic","Middle","Major City",">180,000","2007"
"481","1240935","2016","Coalition","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Not Very Important","Extremely Important","Quite Important","Quite Important","Quite Important","No Difference","Liberal","No Difference","Labor","Liberal","No Difference","No Difference","Labor","Labor","No Difference","Refugees","Superannuation","Undergraduate","Male",49,"Australia","Christian","Middle","Major City",">180,000","2121"
"482","1267681","2019","Coalition","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Debt","Bachelor","Male",80,"ESB","No Religion","Middle","Major City","25,001-30,000","2516"
"483","1287168","2016","Coalition","Quite Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Superannuation","Associate Diploma","Female",76,"Australia","No Religion","Working","Large Country Town","20,001-25,000","2527"
"484","1287168","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Not Very Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","Health","Economy","No Qualification","Female",79,"Australia","Anglican","Working","Large Country Town","25,001-30,000","2527"
"485","1287968","2016","Coalition","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Quite Important","Extremely Important","Quite Important","Quite Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Refugees","Immigration","No Qualification","Male",69,"Australia","Roman Catholic","Working","Large Town","25,001-30,000","2170"
"486","1287968","2019","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Economy","Immigration","Non-Trade","Male",72,"Australia","Roman Catholic","Working","Major City","70,001-80,000","2170"
"487","1308432","2016","Coalition","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Liberal","Debt","Health","Postgraduate","Female",70,"ESB","No Religion","Middle","Large Country Town","60,001-70,000","2317"
"488","1308432","2019","Coalition","Extremely Important","Not Very Important","Extremely Important","Extremely Important","Extremely Important","Extremely Important","Quite Important","Extremely Important","Extremely Important","Extremely Important","Liberal","Liberal","Liberal","No Difference","Liberal","Liberal","No Difference","No Difference","Liberal","Liberal","Economy","Environment","Postgraduate","Male",76,"ESB","No Religion","None","Small Country Town","50,001-60,000","2317"
"489","1314862","2019","Coalition","Quite Important","Quite Important","Not Very Important","Not Very Important","Quite Important","Not Very Important","Quite Important","Not Very Important","Extremely Important","Extremely Important","Liberal","Liberal","No Difference","No Difference","Liberal","No Difference","Liberal","No Difference","Liberal","Liberal","Economy","Superannuation","Bachelor","Male",66,"Australia","No Religion","Middle","Major City","90,001-100,000","2097"
